	Match	Coverage	Identity	E-val	Entry	Protein names	Gene	Length	ExpAA	First60	PredHel	Topology
lcl|NC_007205.1_prot_WP_011281853.1_659	WP_000195062	0.9873949579831933	0.5563829787234043	0.0	P33195	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	gcvP	952	14.54	0.0	1	i75-94o
lcl|NC_007205.1_prot_WP_011281854.1_660	WP_000187594	0.15217391304347827	0.2698412698412698	2.88795	P0AF20	N-acetylglucosamine repressor	nagC	414	1.18	0.82	0	o
lcl|NC_007205.1_prot_WP_011281855.1_661	WP_000653944	0.12941176470588237	0.3939393939393939	9.80219	P0A8T7	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC	255	3.94	0.6	0	o
lcl|NC_007205.1_prot_WP_011281856.1_662	WP_000098896	0.8698979591836735	0.3313782991202346	1.27916e-52	P0A9H7	Cyclopropane-fatty-acyl-phospholipid synthase (CFA synthase) (Cyclopropane fatty acid synthase) (EC 2.1.1.79)	cfa	392	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281860.1_666	WP_001058522	0.13896457765667575	0.27450980392156865	0.453654	P45762	Putative type II secretion system protein K (T2SS protein K) (Putative general secretion pathway protein K)	gspK	367	8.62	8.6	0	o
lcl|NC_007205.1_prot_WP_011281861.1_667	WP_000080105	0.10112359550561797	0.5	1.80824	P06987	Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)]	hisB	178	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011281862.1_668	WP_000175703	0.9730848861283644	0.3680851063829787	9.658e-103	P77649	UPF0061 protein YdiU	ydiU	483	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281863.1_669	WP_000190939	0.7418655097613883	0.24415204678362573	2.97705e-33	P33602	NADH-quinone oxidoreductase subunit G (EC 1.6.5.11) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)	nuoG	922	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281864.1_670	WP_000789500	0.7264492753623188	0.38902743142144636	6.29043e-79	P31979	NADH-quinone oxidoreductase subunit F (EC 1.6.5.11) (NADH dehydrogenase I subunit F) (NDH-1 subunit F) (NUO6)	nuoF	552	1.07	0.0	0	o
lcl|NC_007205.1_prot_WP_011281865.1_671	WP_000753617	0.8214285714285714	0.3	1.04151e-24	P32177	Protein FdhD	fdhD	280	14.3	0.0	0	o
lcl|NC_007205.1_prot_WP_011281868.1_675	WP_000397340	0.9012048192771084	0.2540106951871658	1.15256e-37	P12281	Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1)	moeA	415	0.51	0.01	0	o
lcl|NC_007205.1_prot_WP_011281873.1_681	WP_000065430	0.14193548387096774	0.29545454545454547	3.9374	P0AEY5	Modulator of drug activity B	mdaB	310	2.73	2.72	0	o
lcl|NC_007205.1_prot_WP_011281874.1_682	WP_001138904	1.0	0.38509316770186336	4.85808e-34	P0A8E7	UPF0234 protein YajQ	yajQ	161	0.04	0.0	0	o
lcl|NC_007205.1_prot_WP_011281876.1_685	WP_000109259	0.7613636363636364	0.21791044776119403	3.21045e-18	P21503	Uncharacterized MFS-type transporter YcaD	ycaD	440	260.02	39.73	12	i7-29o44-66i73-92o97-119i131-150o160-177i204-226o231-253i266-288o298-320i333-355o359-381i
lcl|NC_007205.1_prot_WP_011281879.1_689	WP_000334220	0.9188640973630832	0.40397350993377484	7.07945e-99	P0AG16	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF	493	0.88	0.0	0	o
lcl|NC_007205.1_prot_WP_011281881.1_696	WP_000191372	0.9580645161290322	0.4006734006734007	1.97123e-72	P0AAI9	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD	310	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281882.1_697	WP_000998695	1.0	0.3469387755102041	4.74398e-47	P0A9P9	Gluconate 5-dehydrogenase (EC 1.1.1.69) (5-keto-D-gluconate 5-reductase)	idnO	245	0.05	0.0	0	o
lcl|NC_007205.1_prot_WP_011281883.1_699	WP_001295237	0.8666666666666667	0.4175824175824176	7.26607e-50	P60546	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk	210	0.04	0.03	0	o
lcl|NC_007205.1_prot_WP_011281884.1_700	WP_001065381	0.9541984732824428	0.344	7.1057e-39	P06992	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA	262	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011281885.1_701	WP_000241277	0.975	0.3076923076923077	1.4683e-44	P19624	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	pdxA	320	0.08	0.03	0	o
lcl|NC_007205.1_prot_WP_011281887.1_708	WP_001028612	0.90625	0.39080459770114945	3.86096e-42	P08179	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN	192	0.03	0.01	0	o
lcl|NC_007205.1_prot_WP_011281888.1_709	WP_001336050	0.8976608187134503	0.42996742671009774	1.14126e-89	P08178	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM	342	0.09	0.01	0	o
lcl|NC_007205.1_prot_WP_011281889.1_710	WP_000633576	0.07520891364902507	0.37037037037037035	7.55173	P42624	Pirin-like protein YhaK	yhaK	359	21.1	21.09	1	i13-32o
lcl|NC_007205.1_prot_WP_011281891.1_712	WP_001258678	0.9831649831649831	0.4041095890410959	3.7934e-145	P21889	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS	594	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281895.1_716	WP_000884639	0.9887640449438202	0.5204545454545455	3.92938e-160	P24182	Biotin carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase subunit A) (ACC) (EC 6.4.1.2)	accC	445	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281896.1_717	WP_000354622	0.9858156028368794	0.34532374100719426	3.76872e-27	P0ABD8	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB	141	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281897.1_718	WP_001054678	0.11409395973154363	0.47058823529411764	8.44709	P75785	Phosphoethanolamine transferase OpgE (EC 2.7.-.-)	opgE	149	13.22	0.0	0	o
lcl|NC_007205.1_prot_WP_011281899.1_721	WP_000827360	0.9353796445880452	0.42857142857142855	1.98043e-88	P21513	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne	619	0.1	0.0	0	o
lcl|NC_007205.1_prot_WP_011281900.1_722	WP_001336003	0.9562419562419563	0.34589502018842533	2.54134e-124	P02918	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.2.-) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.-.-) (DD-transpeptidase)]	mrcA	777	23.0	22.96	1	i7-29o
lcl|NC_007205.1_prot_WP_011281903.1_725	WP_001295400	0.9755501222493888	0.42606516290726815	1.7229e-107	P0AGJ9	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS	409	0.03	0.02	0	o
lcl|NC_007205.1_prot_WP_011281904.1_726	WP_000835039	0.9706666666666667	0.29120879120879123	3.16927e-41	P77570	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK	375	0.06	0.0	0	o
lcl|NC_007205.1_prot_WP_011281906.1_729	WP_000089364	0.975	0.6239316239316239	0.0	P77522	FeS cluster assembly protein SufB	sufB	480	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281907.1_730	WP_000948863	1.0	0.5860655737704918	2.8205e-104	P77499	Probable ATP-dependent transporter SufC	sufC	244	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281908.1_731	WP_000907979	0.9057971014492754	0.272	4.46331e-40	P77689	FeS cluster assembly protein SufD	sufD	414	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281909.1_732	WP_000577988	0.9950617283950617	0.38957816377171217	1.31956e-114	P77444	Cysteine desulfurase (EC 2.8.1.7) (Selenocysteine beta-lyase) (SCL) (Selenocysteine lyase) (EC 4.4.1.16) (Selenocysteine reductase)	sufS	405	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281910.1_734	WP_000323571	0.5	0.32653061224489793	0.965441	P0AED0	Universal stress protein A	uspA	98	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281911.1_735	WP_000028953	0.9636363636363636	0.44339622641509435	5.56297e-30	P0AAC8	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA	110	0.03	0.02	0	o
lcl|NC_007205.1_prot_WP_011281912.1_736	WP_001271717	0.9978632478632479	0.6167023554603854	0.0	P0A9C5	Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase)	glnA	468	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281913.1_737	WP_000186631	0.5786163522012578	0.32608695652173914	1.48575e-11	P0AAR3	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK (EC 4.2.-.-)	ybaK	159	0.07	0.05	0	o
lcl|NC_007205.1_prot_WP_011281915.1_739	WP_000081352	0.9536423841059603	0.2951388888888889	2.61169e-21	Q47690	Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	mmuM	302	0.01	0.01	0	o
lcl|NC_007205.1_prot_WP_011281918.1_742	WP_000084639	0.9698795180722891	0.4472049689440994	2.76404e-44	P0AEZ9	Molybdenum cofactor biosynthesis protein B	moaB	166	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011281920.1_744	WP_000183980	0.9573643410852714	0.6639676113360324	0.0	P37685	Aldehyde dehydrogenase B (EC 1.2.1.-)	aldB	516	0.05	0.0	0	o
lcl|NC_007205.1_prot_WP_011281921.1_746	WP_001240091	0.9629629629629629	0.37362637362637363	4.78903e-36	P76343	Sulfoxide reductase heme-binding subunit YedZ (Flavocytochrome YedZ)	yedZ	189	118.8	36.75	6	i7-26o46-68i73-95o110-129i142-161o165-184i
lcl|NC_007205.1_prot_WP_011281925.1_750	WP_000080885	0.7734806629834254	0.37142857142857144	2.54745e-26	P0A738	Cyclic pyranopterin monophosphate synthase accessory protein (Molybdenum cofactor biosynthesis protein C)	moaC	181	0.07	0.0	0	o
lcl|NC_007205.1_prot_WP_011281926.1_751	WP_001350494	0.990909090909091	0.46788990825688076	3.6095e-114	P30745	Cyclic pyranopterin monophosphate synthase (EC 4.1.99.18) (Molybdenum cofactor biosynthesis protein A)	moaA	330	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281929.1_754	WP_000772831	0.98125	0.416135881104034	1.44774e-135	P25526	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD (SSDH) (EC 1.2.1.79)	gabD	480	0.35	0.0	0	o
lcl|NC_007205.1_prot_WP_011281930.1_755	WP_000998695	0.9838709677419355	0.2827868852459016	1.3242e-29	P0A9P9	Gluconate 5-dehydrogenase (EC 1.1.1.69) (5-keto-D-gluconate 5-reductase)	idnO	248	0.05	0.02	0	o
lcl|NC_007205.1_prot_WP_011281931.1_756	WP_001219309	0.98	0.4217687074829932	1.19015e-72	P23917	Fructokinase (EC 2.7.1.4) (D-fructose kinase) (Manno(fructo)kinase)	mak	300	0.26	0.0	0	o
lcl|NC_007205.1_prot_WP_011281932.1_762	WP_001127399	0.8629441624365483	0.33137254901960783	1.04765e-56	P05791	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD	591	9.32	0.0	0	o
lcl|NC_007205.1_prot_WP_011281933.1_763	WP_000347651	0.9838056680161943	0.3004115226337449	2.43662e-28	P15047	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (DiDHB-DH) (EC 1.3.1.28) (Trans-2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase)	entA	247	0.09	0.04	0	o
lcl|NC_007205.1_prot_WP_011281936.1_767	WP_000284280	0.6903914590747331	0.3556701030927835	2.81033e-33	P76004	Uncharacterized protein YcgM	ycgM	281	10.27	0.0	0	o
lcl|NC_007205.1_prot_WP_011281937.1_768	WP_001005586	0.9843575418994414	0.4097616345062429	0.0	P00864	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc	895	0.1	0.0	0	o
lcl|NC_007205.1_prot_WP_011281939.1_770	WP_000048950	0.8549222797927462	0.34545454545454546	1.44838e-26	P41407	FMN-dependent NADH-azoreductase (EC 1.7.-.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase)	azoR	193	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281940.1_771	WP_000553451	0.8134328358208955	0.28440366972477066	1.78928e-16	P0ADG4	Inositol-1-monophosphatase (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)	suhB	268	1.34	0.04	0	o
lcl|NC_007205.1_prot_WP_011281941.1_772	WP_000939317	0.14516129032258066	0.4444444444444444	1.11869	P64488	Uncharacterized protein YeaR	yeaR	186	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281943.1_775	WP_000118482	0.8648648648648649	0.2916666666666667	6.69199e-10	P69937	Quaternary ammonium compound-resistance protein SugE	sugE	111	83.05	44.49	4	i7-24o29-51i56-78o88-105i
lcl|NC_007205.1_prot_WP_011281945.1_777	WP_000034402	0.9700598802395209	0.3395061728395062	2.37732e-39	P0ABK5	Cysteine synthase A (CSase A) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase A) (OAS-TL A) (O-acetylserine sulfhydrylase A) (S-carboxymethylcysteine synthase) (EC 4.5.1.5) (Sulfate starvation-induced protein 5) (SSI5)	cysK	334	0.25	0.0	0	o
lcl|NC_007205.1_prot_WP_011281946.1_778	WP_001277561	0.875	0.35119047619047616	8.94996e-28	P0A9D4	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE	192	6.52	5.44	0	o
lcl|NC_007205.1_prot_WP_011281947.1_779	WP_001237796	0.22058823529411764	0.3	0.215149	P0AC81	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	gloA	136	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281948.1_780	WP_001055874	0.42948717948717946	0.2537313432835821	4.42164	P0ABY4	Flavodoxin-2	fldB	156	0.81	0.49	0	o
lcl|NC_007205.1_prot_WP_011281949.1_781	WP_000020224	0.5429553264604811	0.2911392405063291	2.45937e-11	P36943	Putative attaching and effacing protein homolog	eaeH	291	1.46	1.46	0	o
lcl|NC_007205.1_prot_WP_011281952.1_784	WP_000138615	0.9858012170385395	0.3724279835390947	1.98545e-102	P80668	Phenylacetaldehyde dehydrogenase (PAD) (EC 1.2.1.39)	feaB	493	0.8	0.0	0	o
lcl|NC_007205.1_prot_WP_011281953.1_786	WP_000569315	0.8510028653295129	0.3569023569023569	9.22757e-53	P33360	Glycine betaine uptake system ATP-binding protein YehX (EC 3.6.3.-)	yehX	349	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281954.1_787	WP_000774988	0.5269461077844312	0.3939393939393939	1.46939e-51	P14176	Glycine betaine/L-proline transport system permease protein ProW	proW	501	232.43	19.33	11	i40-57o61-83i147-169o195-217i238-260o270-292i297-314o319-341i362-384o435-457i469-491o
lcl|NC_007205.1_prot_WP_011281955.1_789	WP_000009594	0.9742990654205608	0.33093525179856115	9.49199e-66	P06988	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD	428	0.09	0.0	0	o
lcl|NC_007205.1_prot_WP_011281958.1_792	WP_000869037	0.9821428571428571	0.2545454545454545	1.62161e-30	P37672	2,3-diketo-L-gulonate reductase (2,3-DKG reductase) (EC 1.1.1.130) (3-dehydro-L-gulonate 2-dehydrogenase)	dlgD	336	0.67	0.03	0	o
lcl|NC_007205.1_prot_WP_011281959.1_793	WP_000114620	0.3218210361067504	0.4292682926829268	2.59231e-48	Q47539	Taurine transport system permease protein TauC	tauC	637	131.13	36.89	6	o4-21i42-61o448-470i509-531o570-592i604-623o
lcl|NC_007205.1_prot_WP_011281960.1_794	WP_000939375	0.8905660377358491	0.4745762711864407	2.08627e-74	Q47538	Taurine import ATP-binding protein TauB (EC 3.6.3.36)	tauB	265	0.08	0.08	0	o
lcl|NC_007205.1_prot_WP_011281962.1_796	WP_000963792	0.9709821428571429	0.2827586206896552	2.60215e-35	P18335	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	argD	448	1.5	0.0	0	o
lcl|NC_007205.1_prot_WP_011281963.1_797	WP_001300486	0.9567567567567568	0.3022598870056497	3.54865e-28	P07001	NAD(P) transhydrogenase subunit alpha (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit alpha) (Pyridine nucleotide transhydrogenase subunit alpha)	pntA	370	0.98	0.0	0	o
lcl|NC_007205.1_prot_WP_011281967.1_803	WP_001295561	0.9602122015915119	0.3463203463203463	4.34734e-32	P0AEH1	Regulator of sigma-E protease RseP (EC 3.4.24.-) (S2P endopeptidase) (Site-2 protease RseP) (S2P protease RseP) (Site-2-type intramembrane protease)	rseP	377	87.77	22.2	4	o5-27i106-128o292-314i343-360o
lcl|NC_007205.1_prot_WP_011281968.1_805	WP_000685029	0.9006928406466512	0.31794871794871793	1.73041e-33	P69681	Ammonia channel (Ammonia transporter)	amtB	433	261.66	42.75	12	i7-26o36-58i79-101o128-145i152-174o194-216i228-250o265-287i299-318o322-344i351-373o377-399i
lcl|NC_007205.1_prot_WP_011281969.1_806	WP_001068682	0.967741935483871	0.38666666666666666	1.10575e-32	P0AE52	Putative peroxiredoxin bcp (EC 1.11.1.15) (Bacterioferritin comigratory protein) (Thioredoxin reductase)	bcp	155	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281971.1_808	WP_001144615	0.6299212598425197	0.3625	7.25508e-07	P24188	UPF0176 protein YceA (ORF39.9)	yceA	127	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281973.1_810	WP_000735412	0.36942675159235666	0.27586206896551724	0.267043	P23837	Sensor protein PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ)	phoQ	157	87.59	41.31	4	o10-32i41-63o92-111i123-145o
lcl|NC_007205.1_prot_WP_011281975.1_812	WP_000553451	0.83203125	0.27230046948356806	8.90353e-13	P0ADG4	Inositol-1-monophosphatase (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)	suhB	256	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011281977.1_814	WP_001301079	0.9667519181585678	0.3412698412698413	6.95207e-69	P06721	Cystathionine beta-lyase MetC (CBL) (EC 4.4.1.8) (Beta-cystathionase) (Cysteine lyase)	metC	391	3.1	0.0	0	o
lcl|NC_007205.1_prot_WP_011281978.1_815	WP_000964131	0.11330049261083744	0.4782608695652174	1.66211	P0A6W3	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY	406	260.28	32.15	12	i12-34o54-73i86-108o112-134i141-163o173-191i221-243o256-278i285-307o312-334i341-363o378-395i
lcl|NC_007205.1_prot_WP_011281980.1_817	WP_000601847	0.9891891891891892	0.36065573770491804	1.05123e-28	P00903	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA	185	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281983.1_820	WP_001393629	0.12878787878787878	0.47058823529411764	3.89019	Q47689	Probable S-methylmethionine permease	mmuP	264	108.69	22.06	5	o15-37i92-114o124-146i167-186o191-213i
lcl|NC_007205.1_prot_WP_011281984.1_821	WP_001088415	0.6410256410256411	0.29	1.44121e-05	P39409	Uncharacterized protein YjjW	yjjW	156	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281988.1_825	WP_000182053	0.9159663865546218	0.3180428134556575	3.2346e-33	P62723	UPF0324 inner membrane protein YeiH	yeiH	357	211.51	39.55	9	i7-26o41-59i71-88o93-115i128-150o160-182i230-247o257-279i331-353o
lcl|NC_007205.1_prot_WP_011281989.1_829	WP_000887629	0.22326454033771106	0.2773109243697479	0.00192531	P35340	Alkyl hydroperoxide reductase subunit F (EC 1.8.1.-) (Alkyl hydroperoxide reductase F52A protein)	ahpF	533	1.78	0.59	0	o
lcl|NC_007205.1_prot_WP_011281990.1_831	WP_000134870	0.8663594470046083	0.2579787234042553	6.42146e-23	P37906	Gamma-glutamylputrescine oxidoreductase (Gamma-Glu-Put oxidase) (Gamma-glutamylputrescine oxidase) (EC 1.4.3.-)	puuB	434	0.05	0.0	0	o
lcl|NC_007205.1_prot_WP_011281992.1_833	WP_000188144	1.0	0.4253393665158371	2.68212e-56	P75831	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB	221	0.19	0.0	0	o
lcl|NC_007205.1_prot_WP_011281994.1_835	WP_001238914	0.19069767441860466	0.3170731707317073	1.14918	P02413	50S ribosomal protein L15	rplO	430	3.09	3.08	0	o
lcl|NC_007205.1_prot_WP_011281995.1_836	WP_001290136	0.7754569190600522	0.26936026936026936	6.55228e-15	P15034	Xaa-Pro aminopeptidase (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Aminopeptidase P II) (APP-II) (X-Pro aminopeptidase)	pepP	383	3.18	1.24	0	o
lcl|NC_007205.1_prot_WP_011281997.1_838	WP_001184045	0.31203007518796994	0.4578313253012048	2.90575e-17	P0AFS9	Murein DD-endopeptidase MepM (EC 3.4.24.-) (Murein hydrolase MepM) (ORFU)	mepM	266	14.09	14.07	1	i5-24o
lcl|NC_007205.1_prot_WP_011282000.1_851	WP_000024872	0.09072164948453608	0.4090909090909091	8.16892	P37637	Multidrug resistance protein MdtF	mdtF	485	266.19	26.05	12	i31-53o58-80i113-135o150-172i185-207o231-253i273-295o319-341i362-384o389-411i438-456o466-483i
lcl|NC_007205.1_prot_WP_011282001.1_852	WP_000603502	0.9838709677419355	0.27049180327868855	4.19531e-24	P37769	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) (2-deoxy-D-gluconate 3-dehydrogenase) (2-keto-3-deoxygluconate 5-dehydrogenase) (2-keto-3-deoxygluconate oxidoreductase) (KDG oxidoreductase) (20-ketosteroid reductase) (EC 1.1.1.-)	kduD	248	0.03	0.02	0	o
lcl|NC_007205.1_prot_WP_011282004.1_854	WP_001098384	0.900709219858156	0.4094488188976378	4.43037e-24	P0A8Z3	Acyl-CoA thioester hydrolase YbgC (Acyl-CoA thioesterase) (EC 3.1.2.-)	ybgC	141	0.01	0.01	0	o
lcl|NC_007205.1_prot_WP_011282010.1_858	WP_001198386	0.8742138364779874	0.28776978417266186	4.39449e-50	P0A850	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig	477	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282011.1_860	WP_000130305	0.9786729857819905	0.6973365617433414	0.0	P0A6H1	ATP-dependent Clp protease ATP-binding subunit ClpX (ATP-dependent unfoldase ClpX)	clpX	422	0.23	0.0	0	o
lcl|NC_007205.1_prot_WP_011282012.1_861	WP_001295325	0.964735516372796	0.587467362924282	0.0	P0A9M0	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon	794	0.03	0.02	0	o
lcl|NC_007205.1_prot_WP_011282013.1_865	WP_001384057	0.9769820971867008	0.3900523560209424	6.83587e-100	P33599	NADH-quinone oxidoreductase subunit C/D (EC 1.6.5.11) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D) (NUO3/NUO4)	nuoC	391	0.18	0.0	0	o
lcl|NC_007205.1_prot_WP_011282014.1_866	WP_000545042	0.7871287128712872	0.3018867924528302	1.34956e-19	P0AFD1	NADH-quinone oxidoreductase subunit E (EC 1.6.5.11) (NADH dehydrogenase I subunit E) (NDH-1 subunit E) (NUO5)	nuoE	202	0.12	0.0	0	o
lcl|NC_007205.1_prot_WP_011282015.1_867	WP_000789500	0.8397291196388262	0.41935483870967744	3.08872e-101	P31979	NADH-quinone oxidoreductase subunit F (EC 1.6.5.11) (NADH dehydrogenase I subunit F) (NDH-1 subunit F) (NUO6)	nuoF	443	0.49	0.0	0	o
lcl|NC_007205.1_prot_WP_011282016.1_868	WP_000190939	0.8998527245949927	0.28314238952536824	6.51353e-49	P33602	NADH-quinone oxidoreductase subunit G (EC 1.6.5.11) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)	nuoG	679	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282017.1_869	WP_000118507	0.9608433734939759	0.4200626959247649	2.56339e-84	P0AFD4	NADH-quinone oxidoreductase subunit H (EC 1.6.5.11) (NADH dehydrogenase I subunit H) (NDH-1 subunit H) (NUO8)	nuoH	332	178.38	22.78	8	i12-31o77-99i111-133o148-170i182-201o238-260i265-287o307-329i
lcl|NC_007205.1_prot_WP_011282018.1_873	WP_001056643	0.8885400313971743	0.4010600706713781	1.43345e-116	P33607	NADH-quinone oxidoreductase subunit L (EC 1.6.5.11) (NADH dehydrogenase I subunit L) (NDH-1 subunit L) (NUO12)	nuoL	637	341.16	42.17	16	o4-23i30-52o81-103i112-129o133-155i168-190o210-232i253-272o282-304i311-330o334-356i376-398o418-440i460-482o513-535i614-636o
